arrived_at,num_prefill_tokens,num_decode_tokens,prompt_type,arrival_rate_update
27.97561941,25,75,type2,100
27.97778582,25,25,type1,300
27.98260723,25,25,type1,300
27.98375221,25,25,type1,300
27.98403929,25,75,type2,100
27.9872808,25,25,type1,300
27.98773538,25,25,type1,300
27.98907045,25,25,type1,300
27.99094942,25,25,type1,300
27.99264372,25,25,type1,300
27.99327752,25,125,type3,10
28.00030952,25,25,type1,300
28.00376972,25,25,type1,300
28.00494406,25,25,type1,300
28.01087633,25,25,type1,300
28.01114113,25,25,type1,300
28.01231757,25,25,type1,300
28.01686636,25,75,type2,100
28.01854487,25,25,type1,300
28.02553509,25,25,type1,300
28.02999052,25,25,type1,300
28.0319849,25,25,type1,300
28.04437587,25,25,type1,300
28.0466845,25,25,type1,300
28.04866711,25,75,type2,100
28.05258995,25,25,type1,300
28.05331189,25,25,type1,300
28.05691565,25,25,type1,300
28.06031865,25,25,type1,300
28.06068821,25,25,type1,300
28.06104533,25,125,type3,10
28.06286275,25,75,type2,100
28.06504438,25,25,type1,300
28.06839527,25,25,type1,300
28.07910778,25,25,type1,300
28.08041329,25,25,type1,300
28.08088675,25,75,type2,100
28.08532525,25,25,type1,300
28.08627352,25,25,type1,300
28.09300545,25,25,type1,300
28.09897277,25,25,type1,300
28.10482979,25,25,type1,300
28.10600402,25,25,type1,300
28.10670444,25,25,type1,300
28.10934562,25,25,type1,300
28.11020429,25,25,type1,300
28.11626353,25,25,type1,300
28.11706348,25,25,type1,300
28.11990875,25,25,type1,300
28.12230206,25,25,type1,300
28.12306554,25,75,type2,100
28.12932276,25,75,type2,100
28.13015195,25,75,type2,100
28.1302408,25,25,type1,300
28.13031223,25,25,type1,300
28.13284553,25,75,type2,100
28.13545322,25,25,type1,300
28.13643314,25,75,type2,100
28.13899928,25,25,type1,300
28.13908402,25,25,type1,300
28.13972154,25,75,type2,100
28.14365335,25,25,type1,300
28.14482978,25,25,type1,300
28.14548025,25,25,type1,300
28.1497204,25,25,type1,300
28.15132792,25,25,type1,300
28.1537653,25,25,type1,300
28.15738184,25,25,type1,300
28.16172121,25,25,type1,300
28.16233967,25,75,type2,100
28.16245062,25,25,type1,300
28.16320224,25,25,type1,300
28.1675186,25,25,type1,300
28.17248164,25,75,type2,100
28.17251864,25,25,type1,300
28.17745178,25,75,type2,100
28.18336162,25,25,type1,300
28.18362942,25,25,type1,300
28.18716646,25,25,type1,300
28.18802584,25,25,type1,300
28.19170028,25,25,type1,300
28.19399044,25,25,type1,300
28.1956095,25,75,type2,100
28.19673006,25,75,type2,100
28.19686662,25,25,type1,300
28.19766658,25,25,type1,300
28.19911367,25,25,type1,300
28.20142402,25,25,type1,300
28.20511848,25,75,type2,100
28.20607998,25,25,type1,300
28.21266168,25,25,type1,300
28.21269047,25,75,type2,100
28.21469745,25,25,type1,300
28.2160474,25,25,type1,300
28.22415222,25,25,type1,300
28.22736567,25,25,type1,300
28.2300519,25,125,type3,10
28.23387647,25,25,type1,300
28.23630437,25,75,type2,100
28.23631826,25,75,type2,100
28.23997301,25,25,type1,300
28.24201566,25,25,type1,300
28.24386596,25,25,type1,300
28.24715742,25,25,type1,300
28.25308542,25,75,type2,100
28.25430342,25,25,type1,300
28.25701084,25,75,type2,100
28.25822727,25,25,type1,300
28.26127325,25,25,type1,300
28.26934987,25,25,type1,300
28.27355435,25,25,type1,300
28.27367521,25,25,type1,300
28.27774046,25,75,type2,100
28.27927218,25,25,type1,300
28.28095292,25,25,type1,300
28.28717434,25,25,type1,300
28.29193889,25,75,type2,100
28.29561298,25,75,type2,100
28.29653404,25,25,type1,300
28.30043722,25,25,type1,300
28.3032513,25,25,type1,300
28.31245934,25,75,type2,100
28.3130873,25,25,type1,300
28.3142418,25,75,type2,100
28.31495176,25,25,type1,300
28.3179312,25,25,type1,300
28.3185973,25,75,type2,100
28.31872697,25,25,type1,300
28.32357331,25,25,type1,300
28.32440425,25,25,type1,300
28.3244592,25,25,type1,300
28.3252279,25,25,type1,300
28.32826012,25,25,type1,300
28.33058874,25,25,type1,300
28.33261158,25,25,type1,300
28.33475037,25,75,type2,100
28.33815531,25,75,type2,100
28.34558488,25,75,type2,100
28.34802565,25,75,type2,100
28.35395314,25,25,type1,300
28.35476031,25,25,type1,300
28.35746347,25,25,type1,300
28.35905734,25,25,type1,300
28.35934,25,75,type2,100
28.35977362,25,25,type1,300
28.36106455,25,25,type1,300
28.36211761,25,25,type1,300
28.3693372,25,25,type1,300
28.36993309,25,25,type1,300
28.36997175,25,25,type1,300
28.37307573,25,75,type2,100
28.37378524,25,25,type1,300
28.37897016,25,25,type1,300
28.37986937,25,25,type1,300
28.38226016,25,25,type1,300
28.38623668,25,75,type2,100
28.38653399,25,75,type2,100
28.38666543,25,25,type1,300
28.38682369,25,25,type1,300
28.38695401,25,25,type1,300
28.38695932,25,25,type1,300
28.38917636,25,75,type2,100
28.38944998,25,75,type2,100
28.39168638,25,25,type1,300
28.39259543,25,25,type1,300
28.39792992,25,25,type1,300
28.39796387,25,75,type2,100
28.40031356,25,75,type2,100
28.40367403,25,25,type1,300
28.404458,25,25,type1,300
28.40562089,25,25,type1,300
28.41017066,25,25,type1,300
28.41213078,25,25,type1,300
28.41411599,25,25,type1,300
28.41627159,25,25,type1,300
28.42572503,25,75,type2,100
28.43273643,25,25,type1,300
28.43429042,25,25,type1,300
28.43563747,25,25,type1,300
28.44331368,25,25,type1,300
28.45253087,25,25,type1,300
28.45385901,25,25,type1,300
28.4563113,25,75,type2,100
28.45743864,25,75,type2,100
28.45821202,25,25,type1,300
28.46164279,25,25,type1,300
28.46554599,25,75,type2,100
28.46877798,25,25,type1,300
28.47153192,25,25,type1,300
28.47537961,25,75,type2,100
28.47595756,25,25,type1,300
28.4776583,25,25,type1,300
28.48042202,25,75,type2,100
28.48451224,25,25,type1,300
28.4892726,25,75,type2,100
28.49003903,25,25,type1,300
28.49129212,25,25,type1,300
28.49212355,25,25,type1,300
28.4963861,25,25,type1,300
28.49928729,25,25,type1,300
28.50289493,25,75,type2,100
28.50296563,25,25,type1,300
28.50457836,25,75,type2,100
28.50891393,25,25,type1,300
28.51369199,25,75,type2,100
28.51448726,25,25,type1,300
28.51754525,25,25,type1,300
28.51931932,25,25,type1,300
28.51961898,25,75,type2,100
28.52418615,25,25,type1,300
28.5246164,25,25,type1,300
28.52483562,25,25,type1,300
28.52744963,25,25,type1,300
28.5351074,25,25,type1,300
28.53911832,25,75,type2,100
28.54288414,25,75,type2,100
28.5432602,25,25,type1,300
28.54377132,25,75,type2,100
28.54408865,25,75,type2,100
28.54468287,25,25,type1,300
28.54592217,25,25,type1,300
28.55299364,25,25,type1,300
28.55715015,25,25,type1,300
28.55917731,25,25,type1,300
28.5593279,25,25,type1,300
28.56133157,25,25,type1,300
28.56255753,25,25,type1,300
28.56623764,25,25,type1,300
28.57556281,25,25,type1,300
28.57992341,25,25,type1,300
28.58167643,25,25,type1,300
28.58311136,25,25,type1,300
28.58528652,25,25,type1,300
28.58713186,25,25,type1,300
28.58927396,25,125,type3,10
28.58984006,25,25,type1,300
28.59443595,25,75,type2,100
28.59543236,25,25,type1,300
28.59648091,25,25,type1,300
28.59780563,25,25,type1,300
28.60036115,25,25,type1,300
28.60289881,25,25,type1,300
28.60378673,25,25,type1,300
28.60452712,25,25,type1,300
28.60523148,25,25,type1,300
28.60629956,25,75,type2,100
28.60732153,25,25,type1,300
28.60777956,25,25,type1,300
28.61147673,25,75,type2,100
28.61589024,25,25,type1,300
28.61608567,25,75,type2,100
28.6169472,25,25,type1,300
28.61956926,25,125,type3,10
28.61975841,25,25,type1,300
28.6297949,25,75,type2,100
28.6349916,25,75,type2,100
28.63499794,25,75,type2,100
28.63698697,25,25,type1,300
28.63716807,25,25,type1,300
28.63975501,25,25,type1,300
28.63983837,25,25,type1,300
28.64785945,25,25,type1,300
28.64997658,25,25,type1,300
28.65077263,25,25,type1,300
28.65164708,25,75,type2,100
28.65180433,25,25,type1,300
28.65504168,25,75,type2,100
28.65653047,25,75,type2,100
28.65746839,25,25,type1,300
28.65789538,25,75,type2,100
28.65867922,25,25,type1,300
28.66186213,25,25,type1,300
28.6655613,25,75,type2,100
28.6670072,25,25,type1,300
28.67142163,25,75,type2,100
28.67245443,25,25,type1,300
28.67351895,25,25,type1,300
28.67687419,25,75,type2,100
28.67809074,25,75,type2,100
28.68281496,25,25,type1,300
28.68374716,25,75,type2,100
28.68420084,25,75,type2,100
28.68558961,25,25,type1,300
28.69139221,25,25,type1,300
28.69212261,25,25,type1,300
28.69325629,25,25,type1,300
28.69929287,25,25,type1,300
28.70021955,25,25,type1,300
28.70711437,25,25,type1,300
28.7125209,25,25,type1,300
28.71563256,25,25,type1,300
28.72335379,25,25,type1,300
28.72621844,25,25,type1,300
28.7299858,25,25,type1,300
28.73052916,25,25,type1,300
28.73862737,25,25,type1,300
28.73945574,25,25,type1,300
28.74043285,25,25,type1,300
28.7452679,25,25,type1,300
28.75047183,25,25,type1,300
28.75135785,25,25,type1,300
28.75515848,25,75,type2,100
28.75525289,25,25,type1,300
28.75589536,25,25,type1,300
28.77921244,25,25,type1,300
28.78130012,25,75,type2,100
28.78726878,25,25,type1,300
28.78787544,25,75,type2,100
28.78876893,25,25,type1,300
28.79498988,25,25,type1,300
28.79551558,25,75,type2,100
28.8017585,25,25,type1,300
28.80218473,25,75,type2,100
28.80328234,25,25,type1,300
28.80485145,25,75,type2,100
28.81001735,25,25,type1,300
28.81364933,25,25,type1,300
28.81511937,25,25,type1,300
28.81674015,25,25,type1,300
28.8186825,25,25,type1,300
28.82583567,25,25,type1,300
28.8273999,25,25,type1,300
28.83149717,25,25,type1,300
28.83607611,25,25,type1,300
28.83959567,25,25,type1,300
28.8401191,25,25,type1,300
28.84378442,25,75,type2,100
28.84398828,25,75,type2,100
28.84464278,25,25,type1,300
28.84633888,25,25,type1,300
28.84890486,25,25,type1,300
28.85022537,25,25,type1,300
28.85270932,25,25,type1,300
28.85455086,25,25,type1,300
28.85695116,25,25,type1,300
28.85710398,25,25,type1,300
28.85836132,25,25,type1,300
28.86027258,25,25,type1,300
28.86214824,25,25,type1,300
28.86493976,25,75,type2,100
28.86567201,25,25,type1,300
28.86942863,25,25,type1,300
28.87228561,25,75,type2,100
28.87293975,25,25,type1,300
28.87793057,25,75,type2,100
28.88166849,25,25,type1,300
28.88586351,25,125,type3,10
28.88787957,25,25,type1,300
28.8883352,25,75,type2,100
28.89335898,25,25,type1,300
28.89419964,25,75,type2,100
28.89542624,25,25,type1,300
28.89557135,25,25,type1,300
28.8960458,25,25,type1,300
28.89793301,25,25,type1,300
28.89920877,25,25,type1,300
28.8993928,25,25,type1,300
28.90143611,25,25,type1,300
28.90804819,25,75,type2,100
28.91017668,25,25,type1,300
28.91304808,25,25,type1,300
28.91361461,25,25,type1,300
28.91412001,25,25,type1,300
28.91470954,25,25,type1,300
28.91615432,25,75,type2,100
28.9265008,25,25,type1,300
28.92967841,25,25,type1,300
28.9312719,25,25,type1,300
28.93217404,25,75,type2,100
28.94176382,25,75,type2,100
28.94549402,25,25,type1,300
28.94710421,25,25,type1,300
28.94766089,25,25,type1,300
28.94767765,25,25,type1,300
28.94838309,25,25,type1,300
28.94879075,25,75,type2,100
28.95338982,25,25,type1,300
28.95562322,25,25,type1,300
28.9556971,25,25,type1,300
28.95770285,25,25,type1,300
28.95965622,25,125,type3,10
28.96060749,25,25,type1,300
28.96142832,25,25,type1,300
28.97016908,25,25,type1,300
28.97076969,25,25,type1,300
28.9731046,25,25,type1,300
28.97805616,25,25,type1,300
28.97854596,25,25,type1,300
28.98144801,25,25,type1,300
28.98593109,25,25,type1,300
28.98603058,25,25,type1,300
28.99012791,25,25,type1,300
28.99880539,25,75,type2,100
29.00221593,25,25,type1,300
29.00396957,25,75,type2,100
29.01017942,25,75,type2,100
29.01159518,25,25,type1,300
29.01579474,25,25,type1,300
29.02002265,25,75,type2,100
29.02070535,25,25,type1,300
29.02138222,25,25,type1,300
29.0221249,25,25,type1,300
29.02230481,25,25,type1,300
29.02410908,25,25,type1,300
29.03145224,25,75,type2,100
29.03332539,25,75,type2,100
29.03390919,25,25,type1,300
29.03407212,25,75,type2,100
29.03409193,25,25,type1,300
29.03413953,25,25,type1,300
29.03821379,25,75,type2,100
29.04308028,25,25,type1,300
29.04561737,25,25,type1,300
29.04618388,25,25,type1,300
29.04654014,25,25,type1,300
29.04736014,25,25,type1,300
29.04914821,25,25,type1,300
29.04932301,25,25,type1,300
29.05019001,25,25,type1,300
29.05095426,25,25,type1,300
29.05232428,25,25,type1,300
29.05392747,25,25,type1,300
29.05649029,25,25,type1,300
29.05912677,25,25,type1,300
29.06116419,25,25,type1,300
29.06259015,25,25,type1,300
29.06503047,25,75,type2,100
29.06545262,25,25,type1,300
29.06641708,25,25,type1,300
29.06741067,25,25,type1,300
29.0686826,25,25,type1,300
29.06971155,25,25,type1,300
29.0755541,25,25,type1,300
29.07822606,25,25,type1,300
29.0792272,25,75,type2,100
29.07936459,25,25,type1,300
29.08177105,25,25,type1,300
29.08874203,25,25,type1,300
29.09020549,25,25,type1,300
29.09064921,25,25,type1,300
29.09084901,25,25,type1,300
29.09614065,25,75,type2,100
29.09912165,25,25,type1,300
29.1005663,25,75,type2,100
29.11678382,25,25,type1,300
29.122759,25,25,type1,300
29.12413746,25,25,type1,300
29.12627151,25,25,type1,300
29.13112125,25,25,type1,300
29.13378633,25,25,type1,300
29.13781629,25,25,type1,300
29.13876599,25,75,type2,100
29.14635858,25,25,type1,300
29.14878027,25,125,type3,10
29.16767842,25,125,type3,10
29.16953369,25,25,type1,300
29.17007063,25,25,type1,300
29.17210291,25,75,type2,100
29.17363439,25,25,type1,300
29.17523024,25,25,type1,300
29.17715289,25,25,type1,300
29.17779645,25,25,type1,300
29.17992116,25,25,type1,300
29.18206222,25,25,type1,300
29.18872045,25,25,type1,300
29.19023505,25,25,type1,300
29.19196137,25,75,type2,100
29.1953575,25,25,type1,300
29.19635015,25,25,type1,300
29.1981218,25,25,type1,300
29.20511191,25,25,type1,300
29.21028399,25,25,type1,300
29.2115979,25,75,type2,100
29.21282147,25,25,type1,300
29.21835711,25,25,type1,300
29.21914724,25,25,type1,300
29.21934919,25,25,type1,300
29.21939779,25,25,type1,300
29.21989339,25,25,type1,300
29.22196315,25,25,type1,300
29.22352898,25,75,type2,100
29.22458106,25,25,type1,300
29.22617987,25,25,type1,300
29.22758547,25,125,type3,10
29.22931145,25,25,type1,300
29.23038491,25,25,type1,300
29.23054101,25,25,type1,300
29.23091408,25,25,type1,300
29.23120167,25,25,type1,300
29.23364355,25,25,type1,300
29.2340076,25,75,type2,100
29.23456757,25,25,type1,300
29.2368047,25,25,type1,300
29.23813371,25,25,type1,300
29.23966224,25,25,type1,300
29.24185716,25,25,type1,300
29.24192116,25,25,type1,300
29.24784539,25,25,type1,300
29.24788545,25,25,type1,300
29.24909095,25,25,type1,300
29.25156183,25,25,type1,300
29.25190948,25,25,type1,300
29.25672888,25,25,type1,300
29.26325497,25,25,type1,300
29.26418916,25,75,type2,100
29.26432502,25,75,type2,100
29.27184654,25,25,type1,300
29.27224082,25,25,type1,300
29.27449917,25,25,type1,300
29.27754127,25,75,type2,100
29.28104745,25,75,type2,100
29.28129981,25,25,type1,300
29.28328065,25,25,type1,300
29.28399687,25,25,type1,300
29.28742759,25,25,type1,300
29.28819712,25,75,type2,100
29.28892431,25,75,type2,100
29.28966515,25,25,type1,300
29.29622599,25,25,type1,300
29.30102024,25,75,type2,100
29.30185648,25,25,type1,300
29.30214138,25,25,type1,300
29.30808156,25,75,type2,100
29.30911051,25,75,type2,100
29.31103592,25,25,type1,300
29.31667298,25,25,type1,300
29.32216334,25,25,type1,300
29.32408865,25,75,type2,100
29.32571614,25,75,type2,100
29.32649409,25,25,type1,300
29.33822077,25,25,type1,300
29.33994472,25,25,type1,300
29.34194929,25,25,type1,300
29.34336212,25,25,type1,300
29.34468459,25,25,type1,300
29.34813335,25,25,type1,300
29.34832677,25,25,type1,300
29.35212339,25,25,type1,300
29.35232962,25,25,type1,300
29.36056842,25,25,type1,300
29.36215978,25,25,type1,300
29.36233007,25,25,type1,300
29.3631277,25,25,type1,300
29.36572598,25,25,type1,300
29.36641444,25,25,type1,300
29.36786721,25,25,type1,300
29.36809669,25,25,type1,300
29.37214478,25,75,type2,100
29.3772499,25,25,type1,300
29.37794856,25,25,type1,300
29.38446764,25,25,type1,300
29.38615899,25,75,type2,100
29.3899022,25,25,type1,300
29.39153679,25,25,type1,300
29.39228991,25,25,type1,300
29.39304843,25,75,type2,100
29.39375318,25,75,type2,100
29.39644277,25,75,type2,100
29.3971005,25,25,type1,300
29.39739822,25,75,type2,100
29.4052348,25,25,type1,300
29.40597768,25,25,type1,300
29.40794479,25,25,type1,300
29.40855181,25,25,type1,300
29.41197394,25,25,type1,300
29.42068518,25,25,type1,300
29.42193968,25,75,type2,100
29.42367879,25,25,type1,300
29.42652162,25,25,type1,300
29.42981713,25,75,type2,100
29.43126577,25,25,type1,300
29.43366757,25,25,type1,300
29.43551296,25,25,type1,300
29.43663409,25,25,type1,300
29.43723229,25,25,type1,300
29.44101214,25,25,type1,300
29.44404376,25,25,type1,300
29.45056077,25,25,type1,300
29.45316181,25,75,type2,100
29.45552594,25,25,type1,300
29.458282,25,25,type1,300
29.45860267,25,25,type1,300
29.45896072,25,75,type2,100
29.46044738,25,25,type1,300
29.46388765,25,75,type2,100
29.46492097,25,25,type1,300
29.46720385,25,75,type2,100
29.46962319,25,25,type1,300
29.47090731,25,25,type1,300
29.47340529,25,25,type1,300
29.47364803,25,25,type1,300
29.47479829,25,75,type2,100
29.47887232,25,25,type1,300
29.48207865,25,75,type2,100
29.48340108,25,75,type2,100
29.4846152,25,25,type1,300
29.48499884,25,25,type1,300
29.48952032,25,25,type1,300
29.49461305,25,25,type1,300
29.49576282,25,25,type1,300
29.49587602,25,25,type1,300
29.49653232,25,25,type1,300
29.49949464,25,75,type2,100
29.50170414,25,25,type1,300
29.50643318,25,75,type2,100
29.51460654,25,25,type1,300
29.51627027,25,25,type1,300
29.52270133,25,25,type1,300
29.52281538,25,25,type1,300
29.5247636,25,25,type1,300
29.5248399,25,75,type2,100
29.52490389,25,125,type3,10
29.5267521,25,25,type1,300
29.53023391,25,75,type2,100
29.53219394,25,75,type2,100
29.53378969,25,25,type1,300
29.53438356,25,25,type1,300
29.53565616,25,25,type1,300
29.53774264,25,25,type1,300
29.54018698,25,25,type1,300
29.54027638,25,25,type1,300
29.54163867,25,25,type1,300
29.54638005,25,25,type1,300
29.54741522,25,75,type2,100
29.54995828,25,25,type1,300
29.55173344,25,25,type1,300
29.5530455,25,25,type1,300
29.55469057,25,25,type1,300
29.55598549,25,75,type2,100
29.55994322,25,25,type1,300
29.56133147,25,25,type1,300
29.56197105,25,25,type1,300
29.56267171,25,25,type1,300
29.56292934,25,25,type1,300
29.56518773,25,25,type1,300
29.56627048,25,25,type1,300
29.56649103,25,25,type1,300
29.56839525,25,25,type1,300
29.5697868,25,25,type1,300
29.57140861,25,75,type2,100
29.57848521,25,25,type1,300
29.57887643,25,25,type1,300
29.57888952,25,25,type1,300
29.58095169,25,25,type1,300
29.58120711,25,25,type1,300
29.58160012,25,75,type2,100
29.58280342,25,75,type2,100
29.5831187,25,25,type1,300
29.58344639,25,25,type1,300
29.58349748,25,75,type2,100
29.58616862,25,25,type1,300
29.59074039,25,25,type1,300
29.59128443,25,25,type1,300
29.59152125,25,25,type1,300
29.59443962,25,25,type1,300
29.59497782,25,25,type1,300
29.59505473,25,25,type1,300
29.5953063,25,25,type1,300
29.59780501,25,25,type1,300
29.5990129,25,25,type1,300
29.60813492,25,75,type2,100
29.61040767,25,25,type1,300
29.61077396,25,25,type1,300
29.61414913,25,75,type2,100
29.61840936,25,25,type1,300
29.61849903,25,75,type2,100
29.61917283,25,25,type1,300
29.61973963,25,75,type2,100
29.62167583,25,25,type1,300
29.62637818,25,25,type1,300
29.63557062,25,25,type1,300
29.63715872,25,25,type1,300
29.63798653,25,75,type2,100
29.6385656,25,25,type1,300
29.64232228,25,75,type2,100
29.64278049,25,25,type1,300
29.64412583,25,25,type1,300
29.64466529,25,25,type1,300
29.64917733,25,25,type1,300
29.6505608,25,25,type1,300
29.65056659,25,25,type1,300
29.65173662,25,25,type1,300
29.65428268,25,25,type1,300
29.65430395,25,25,type1,300
29.65517006,25,25,type1,300
29.65608828,25,25,type1,300
29.65704988,25,75,type2,100
29.66346838,25,75,type2,100
29.66405429,25,25,type1,300
29.66581281,25,75,type2,100
29.66953983,25,25,type1,300
29.66985543,25,25,type1,300
29.67016558,25,75,type2,100
29.67083978,25,25,type1,300
29.67227003,25,25,type1,300
29.67318504,25,75,type2,100
29.67453109,25,75,type2,100
29.67578137,25,25,type1,300
29.67695384,25,25,type1,300
29.67775271,25,25,type1,300
29.67835969,25,75,type2,100
29.6798803,25,25,type1,300
29.68004549,25,25,type1,300
29.68099084,25,25,type1,300
29.69053605,25,25,type1,300
29.69316794,25,25,type1,300
29.69385132,25,25,type1,300
29.69706076,25,75,type2,100
29.69947001,25,75,type2,100
29.70082821,25,25,type1,300
29.7009928,25,25,type1,300
29.7020391,25,25,type1,300
29.70218348,25,25,type1,300
29.70222367,25,75,type2,100
29.71034063,25,25,type1,300
29.7110685,25,25,type1,300
29.72489527,25,25,type1,300
29.7275019,25,25,type1,300
29.73070306,25,25,type1,300
29.73212915,25,125,type3,50
29.73213484,25,25,type1,300
29.73259221,25,75,type2,100
29.73497453,25,75,type2,100
29.73690528,25,25,type1,300
29.74018586,25,25,type1,300
29.7440096,25,25,type1,300
29.74880943,25,125,type3,50
29.74957826,25,25,type1,300
29.75143059,25,75,type2,100
29.75246434,25,25,type1,300
29.75426599,25,25,type1,300
29.75442747,25,125,type3,50
29.7583518,25,75,type2,100
29.76047239,25,75,type2,100
29.76113095,25,25,type1,300
29.76263345,25,25,type1,300
29.76624934,25,25,type1,300
29.78123559,25,25,type1,300
29.78148015,25,25,type1,300
29.78327812,25,25,type1,300
29.78379998,25,25,type1,300
29.78451984,25,25,type1,300
29.7893257,25,25,type1,300
29.79444638,25,125,type3,50
29.79767789,25,75,type2,100
29.79837789,25,25,type1,300
29.79909514,25,75,type2,100
29.80128091,25,75,type2,100
29.80231242,25,75,type2,100
29.80268887,25,25,type1,300
29.80323631,25,25,type1,300
29.80348138,25,75,type2,100
29.80462283,25,25,type1,300
29.80592673,25,25,type1,300
29.80737378,25,25,type1,300
29.80885105,25,75,type2,100
29.81651756,25,125,type3,50
29.81690835,25,25,type1,300
29.82016559,25,25,type1,300
29.82193099,25,75,type2,100
29.82498107,25,25,type1,300
29.82594066,25,25,type1,300
29.83024706,25,25,type1,300
29.83065448,25,25,type1,300
29.83147401,25,25,type1,300
29.8385628,25,25,type1,300
29.84191665,25,25,type1,300
29.8428446,25,25,type1,300
29.84383847,25,75,type2,100
29.84608592,25,75,type2,100
29.84683063,25,25,type1,300
29.84936907,25,25,type1,300
29.85158083,25,25,type1,300
29.85197008,25,25,type1,300
29.85520463,25,25,type1,300
29.85618491,25,25,type1,300
29.85740112,25,25,type1,300
29.85752812,25,25,type1,300
29.85968193,25,125,type3,50
29.86122061,25,25,type1,300
29.86562234,25,75,type2,100
29.86722921,25,25,type1,300
29.86836541,25,75,type2,100
29.87124701,25,25,type1,300
29.8745439,25,25,type1,300
29.8778819,25,25,type1,300
29.87863069,25,25,type1,300
29.87906672,25,25,type1,300
29.88016954,25,25,type1,300
29.881192,25,75,type2,100
29.88124475,25,25,type1,300
29.88319577,25,25,type1,300
29.88440621,25,25,type1,300
29.88543667,25,25,type1,300
29.88745756,25,25,type1,300
29.88792406,25,25,type1,300
29.89687339,25,75,type2,100
29.89893661,25,125,type3,50
29.89993617,25,75,type2,100
29.90271999,25,25,type1,300
29.90478226,25,25,type1,300
29.90519355,25,25,type1,300
29.90941209,25,75,type2,100
29.9188001,25,125,type3,50
29.92430133,25,125,type3,50
29.92638458,25,125,type3,50
29.93788871,25,25,type1,50
29.93857192,25,125,type3,50
29.94160031,25,75,type2,100
29.94308271,25,75,type2,100
29.94695379,25,75,type2,100
29.94720289,25,25,type1,50
29.94950664,25,75,type2,100
29.96075173,25,75,type2,100
29.96362213,25,25,type1,50
29.9651751,25,25,type1,50
29.96951111,25,75,type2,100
29.97395169,25,75,type2,100
29.97585972,25,25,type1,50
29.97999902,25,75,type2,100
29.98346013,25,25,type1,50
30.00584533,25,25,type1,50
30.00828871,25,125,type3,50
30.01345732,25,125,type3,50
30.02063382,25,25,type1,50
30.04382922,25,25,type1,50
30.04651344,25,125,type3,50
30.05010244,25,75,type2,100
30.05927702,25,125,type3,50
30.06925705,25,25,type1,50
30.07385316,25,25,type1,50
30.09629515,25,125,type3,50
30.10013242,25,25,type1,50
30.1022121,25,75,type2,100
30.10482332,25,75,type2,100
30.10820244,25,125,type3,50
30.10983446,25,125,type3,50
30.12049065,25,75,type2,100
30.12278449,25,75,type2,100
30.12533391,25,25,type1,50
30.12706442,25,75,type2,100
30.14656068,25,75,type2,100
30.15836967,25,125,type3,50
30.16051932,25,75,type2,100
30.16390331,25,125,type3,50
30.17874386,25,75,type2,100
30.18422194,25,75,type2,100
30.18572257,25,75,type2,100
30.18617539,25,75,type2,100
30.18719591,25,75,type2,100
30.19032087,25,25,type1,50
30.19053767,25,125,type3,50
30.19459333,25,25,type1,50
30.20027533,25,25,type1,50
30.20897381,25,125,type3,50
30.21136481,25,75,type2,100
30.22801975,25,75,type2,100
30.24405249,25,125,type3,50
30.25177495,25,125,type3,50
30.26406096,25,75,type2,100
30.26662419,25,125,type3,50
30.26760288,25,25,type1,50
30.26844406,25,175,type4,1
30.27388267,25,75,type2,100
30.28240952,25,75,type2,100
30.28442788,25,75,type2,100
30.2851544,25,75,type2,100
30.29419773,25,75,type2,100
30.29517065,25,125,type3,50
30.29521279,25,25,type1,50
30.30239122,25,75,type2,100
30.3048704,25,75,type2,100
30.31510627,25,25,type1,50
30.32692975,25,125,type3,50
30.32923378,25,75,type2,100
30.33334729,25,25,type1,50
30.33589588,25,25,type1,50
30.34250701,25,75,type2,100
30.34463393,25,75,type2,100
30.3502248,25,75,type2,100
30.36035715,25,75,type2,100
30.36177628,25,25,type1,50
30.375087,25,25,type1,50
30.3782736,25,125,type3,50
30.3798007,25,125,type3,50
30.39589625,25,75,type2,100
30.39894059,25,25,type1,50
30.41886282,25,125,type3,50
30.42298101,25,75,type2,100
30.42569429,25,125,type3,50
30.42752029,25,125,type3,50
30.45147663,25,75,type2,100
30.4517466,25,75,type2,100
30.47009219,25,75,type2,100
30.47131511,25,125,type3,50
30.47338967,25,25,type1,50
30.47384534,25,75,type2,100
30.47775426,25,75,type2,100
30.48794149,25,75,type2,100
30.50232406,25,25,type1,50
30.50374881,25,25,type1,50
30.50467528,25,75,type2,100
30.50715489,25,75,type2,100
30.50971554,25,75,type2,100
30.51061982,25,75,type2,100
30.51830753,25,75,type2,100
30.52998254,25,25,type1,50
30.53121488,25,75,type2,100
30.53686926,25,75,type2,100
30.54018587,25,25,type1,50
30.54189649,25,75,type2,100
30.54203853,25,25,type1,50
30.54354041,25,75,type2,100
30.55201252,25,75,type2,100
30.55285566,25,75,type2,100
30.55412864,25,75,type2,100
30.56303516,25,125,type3,10
30.57556771,25,75,type2,100
30.58236628,25,75,type2,100
30.587658,25,75,type2,100
30.59809441,25,125,type3,10
30.61081424,25,25,type1,50
30.61173883,25,25,type1,50
30.61450471,25,125,type3,10
30.61489581,25,75,type2,100
30.61602616,25,25,type1,50
30.61667738,25,75,type2,100
30.61738642,25,25,type1,50
30.6228613,25,75,type2,100
30.62291628,25,75,type2,100
30.63376638,25,25,type1,50
